,GlobalId,Name,LongName,Description,ObjectType,IfcType,IsExternal,GrossPlannedArea,PubliclyAccessible,HandicapAccessible,Height,FinishCeilingHeight,GrossPerimeter,NetPerimeter,GrossFloorArea,NetFloorArea,GrossCeilingArea,NetCeilingArea,GrossVolume,NetVolume,age,persona,ownership,persona_encoded,ownership_encoded,LocationX,LocationY,LocationZ,category,key,type,type_encoded,orientation,orientation_encoded,in_out,in_out_encoded,inc_rad,sun_h,wind_exp,usability,usability_encoded,green_suitability,green_suitability_encoded,longest edge length,activity,activity_encoded,Tag,SolarRad,LoadBearing,Compartmentation,Length,Width,GrossFootprintArea,Perimeter,GrossArea,NetArea
0JOFEDaaHAwwe2YP6NCI3R,0JOFEDaaHAwwe2YP6NCI3R,LVL_2_3B_Roof_S58,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-38.85804,37.576096,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
34e3yVMeLBmuLTCnD$OdU4,34e3yVMeLBmuLTCnD$OdU4,LVL_2_3B_Roof_S58,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-35.85804,34.576096,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,8.99999999999999,8.99999999999999
2$B0k13oTDkArGn0$8oOHE,2$B0k13oTDkArGn0$8oOHE,LVL_2_3B_Wall_S58,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89999999999995,0.0,0.0,N/A,N/A,0.0,0.0,-41.85804,33.126096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000001,0.0,0.0,0.0
2Z4zN4JJTFDebeivmlcL1p,2Z4zN4JJTFDebeivmlcL1p,LVL_2_3B_Wall_S58,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000009,0.0,0.0,N/A,N/A,0.0,0.0,-37.40804,37.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.30000000000001,0.0,0.0,0.0
3Ru$Z_r1v4pwl9Qxh6KXEC,3Ru$Z_r1v4pwl9Qxh6KXEC,LVL_2_3B_Wall_S58,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000018,0.0,0.0,N/A,N/A,0.0,0.0,-35.85804,33.126096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.00000000000001,0.100000000000001,0.300000000000015,0.0,0.0,0.0
3s8TRfC2D9_v6BxErB5UBZ,3s8TRfC2D9_v6BxErB5UBZ,LVL_2_3B_Wall_S58,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999988,0.0,0.0,N/A,N/A,0.0,0.0,-38.85804,33.126096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000004,0.0,0.0,0.0
1egeXA5s90eeeNVACmw4n$,1egeXA5s90eeeNVACmw4n$,LVL_2_3B_Wall_S59,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000005,0.0,0.0,N/A,N/A,0.0,0.0,-10.30804,61.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.00000000000001,0.0999999999999996,0.299999999999998,0.0,0.0,0.0
0xbZYZP8TFRAQJOoBxM_Nm,0xbZYZP8TFRAQJOoBxM_Nm,LVL 2_3B_Window_S59,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-9.85804,61.576096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1zSsZVr1vFXQIgnT4ld2Fa,1zSsZVr1vFXQIgnT4ld2Fa,LVL_2_3B_Wall_S59,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999969,0.0,0.0,N/A,N/A,0.0,0.0,-8.85804,63.026096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000014,0.0,0.0,0.0
0Mvi8nBAH4zQG4d8n9VybB,0Mvi8nBAH4zQG4d8n9VybB,LVL 2_3B_Window_S59,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-8.35804,63.076096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2Afri0GfX4OPWnHSCRx8wx,2Afri0GfX4OPWnHSCRx8wx,LVL_2_3B_Wall_S59,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999992,0.0,0.0,N/A,N/A,0.0,0.0,-7.30804,64.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.0999999999999996,0.299999999999999,0.0,0.0,0.0
31pav4mmL95QflAxxBHJUJ,31pav4mmL95QflAxxBHJUJ,LVL 2_3B_Window_S59,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-6.85804,64.576096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
03M9V$SfH4O9JhBAmgM0MK,03M9V$SfH4O9JhBAmgM0MK,LVL_2_3B_Wall_S59,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999956,0.0,0.0,N/A,N/A,0.0,0.0,-5.85804,66.026096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.0999999999999943,0.299999999999983,0.0,0.0,0.0
1UCN7y6tn5zAd63$DW3UCH,1UCN7y6tn5zAd63$DW3UCH,LVL 2_3B_Window_S59,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-5.35804,66.076096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1efGNXvf90WgJMyA9sQcBg,1efGNXvf90WgJMyA9sQcBg,LVL_2_3B_Wall_S59,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999998,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,63.026096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000042,0.0,0.0,0.0
1rtY8CXlL8vxNg7de4Rr3d,1rtY8CXlL8vxNg7de4Rr3d,LVL 2_3B_Window_S59,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-2.35804,63.076096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1p3V7bYmbEFu9Cx35$sVB9,1p3V7bYmbEFu9Cx35$sVB9,LVL_2_3B_Wall_S59,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,N/A,N/A,0.0,0.0,-1.40804,61.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.1,0.300000000000001,0.0,0.0,0.0
0ilUebYh91HemsQi_viKRt,0ilUebYh91HemsQi_viKRt,LVL 2_3B_Window_S59,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-0.85804,61.576096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2PaOmrZ051OeVAmLhYBUc$,2PaOmrZ051OeVAmLhYBUc$,LVL_2_3B_Wall_S59,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999999,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,60.126096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.299999999999995,0.0,0.0,0.0
1zu84aQI17q8nkNDE_eFKY,1zu84aQI17q8nkNDE_eFKY,LVL 2_3B_Window_S59,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-2.35804,60.076096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2RY_L2Faj8H8QYuMF6naEN,2RY_L2Faj8H8QYuMF6naEN,LVL_2_3B_FLoor_S59,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-5.85804,61.576596,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
09ydm9sbr3Tw_W2VWO8ZIF,09ydm9sbr3Tw_W2VWO8ZIF,LVL_2_3B_FLoor_S59,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-8.85804,61.576596,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,8.99999999999999,8.99999999999999
2sVT5vD2567OGXp$daKJRp,2sVT5vD2567OGXp$daKJRp,LVL_2_3B_FLoor_S59,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-5.85804,64.576596,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,8.99999999999997,8.99999999999997
1v0EEDxHnEweGvOtxY47Wz,1v0EEDxHnEweGvOtxY47Wz,LVL_2_3B_FLoor_S59,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,61.576596,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
0AV1z1n$z8IBCQyJEzGBJg,0AV1z1n$z8IBCQyJEzGBJg,LVL_2_3B_Roof_S59,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-5.85804,61.576096,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
1tSD5AASbFdwOEV1MvzPLW,1tSD5AASbFdwOEV1MvzPLW,LVL_2_3B_Roof_S59,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-8.85804,61.576096,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,8.99999999999999,8.99999999999999
3YmiuIl$TEDwQUUj8U$dVP,3YmiuIl$TEDwQUUj8U$dVP,LVL_2_3B_Roof_S59,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-5.85804,64.576096,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.00000000000001,9.00000000000001
3Zz4V$sab4EO6XBLzdJ_Iz,3Zz4V$sab4EO6XBLzdJ_Iz,LVL_2_3B_Roof_S59,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-2.85804,61.576096,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
3EpwYF3YX9bxuYjBJpbKc3,3EpwYF3YX9bxuYjBJpbKc3,LVL_2_3B_Wall_S59,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000108,0.0,0.0,N/A,N/A,0.0,0.0,-8.85804,60.126096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000012,0.0,0.0,0.0
3G8Bx2hajFs8iq6KIf180k,3G8Bx2hajFs8iq6KIf180k,LVL_2_3B_Wall_S59,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999986,0.0,0.0,N/A,N/A,0.0,0.0,-4.40804,64.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.00000000000001,0.0999999999999996,0.299999999999998,0.0,0.0,0.0
27oCctvXH2TeuAf8GfvhBh,27oCctvXH2TeuAf8GfvhBh,LVL_2_3B_Wall_S59,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000073,0.0,0.0,N/A,N/A,0.0,0.0,-5.85804,60.126096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.299999999999986,0.0,0.0,0.0
2cnCHSZef8ehqdi9_PoAre,2cnCHSZef8ehqdi9_PoAre,LVL_2_3B_Wall_S61,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999976,0.0,0.0,N/A,N/A,0.0,0.0,-43.30804,13.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000014,0.0,0.0,0.0
0p2PXs0i11jxAZ28RL6kne,0p2PXs0i11jxAZ28RL6kne,LVL 2_3B_Window_S61,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-42.85804,13.576096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
1iEpTM1NzCxQMtRGapgzFN,1iEpTM1NzCxQMtRGapgzFN,LVL_2_3B_Wall_S61,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899999999999998,0.0,0.0,N/A,N/A,0.0,0.0,-44.85804,15.126096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.0999999999999996,0.299999999999997,0.0,0.0,0.0
1QOHFTGQz8Gu9nSrH5pNz6,1QOHFTGQz8Gu9nSrH5pNz6,LVL 2_3B_Window_S61,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-44.35804,15.076096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
2VdW8auuT4i905xM9VL8PJ,2VdW8auuT4i905xM9VL8PJ,LVL_2_3B_Wall_S61,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000021,0.0,0.0,N/A,N/A,0.0,0.0,-46.30804,16.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.299999999999995,0.0,0.0,0.0
0epr6GwO95BAdElVj0TQ0V,0epr6GwO95BAdElVj0TQ0V,LVL 2_3B_Window_S61,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-45.85804,16.576096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
3m8zrEUpvF08K46YFdiH6Q,3m8zrEUpvF08K46YFdiH6Q,LVL_2_3B_Wall_S61,N/A,N/A,N/A,IfcWall,True,0.0,N/A,N/A,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000058,0.0,0.0,N/A,N/A,0.0,0.0,-43.30804,19.576096,7.5,IfcWall,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.9,True,True,3.0,0.100000000000001,0.300000000000014,0.0,0.0,0.0
0sZqPBT7PEZvv_QMONFK_H,0sZqPBT7PEZvv_QMONFK_H,LVL 2_3B_Window_S61,N/A,N/A,N/A,IfcWindow,N/A,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-42.85804,19.576096,7.75,IfcWindow,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0
01V7zPZc1CdOBj7feOXguo,01V7zPZc1CdOBj7feOXguo,LVL_2_3B_FLoor_S61,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-41.85854,16.576096,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,8.99999999999999,8.99999999999999
0AVnBvqmv3IhSItkKPThyD,0AVnBvqmv3IhSItkKPThyD,LVL_2_3B_FLoor_S61,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-41.85854,13.576096,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
1wb5C$zjjDn9jKL$TWlsmR,1wb5C$zjjDn9jKL$TWlsmR,LVL_2_3B_FLoor_S61,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-44.85854,16.576096,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
30LZLsE3H5QwBqFFKFVyY4,30LZLsE3H5QwBqFFKFVyY4,LVL_2_3B_FLoor_S61,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-41.85854,19.576096,5.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,8.99999999999998,8.99999999999998
1VfWKYmL9E_hnpXdj64U50,1VfWKYmL9E_hnpXdj64U50,LVL_2_3B_Roof_S61,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-41.85804,16.576096,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
0JA2OU8IjEguvF459X5XCA,0JA2OU8IjEguvF459X5XCA,LVL_2_3B_Roof_S61,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-41.85804,13.576096,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
3xEZSwNhv0sA2RrdmGvh25,3xEZSwNhv0sA2RrdmGvh25,LVL_2_3B_Roof_S61,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-44.85804,16.576096,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
1GvHIGY3vBWxWksxz4OL$7,1GvHIGY3vBWxWksxz4OL$7,LVL_2_3B_Roof_S61,N/A,N/A,N/A,IfcSlab,False,0.0,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,0.0,0.0,-41.85804,19.576096,8.95,IfcSlab,0.0,N/A,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,N/A,0.0,0.0,0.0,True,True,0.0,0.0,0.0,12.0,9.0,9.0
